# ONLY CROP 1 Changes --12 Month Cycle
1	0.03		#  SP1	Jan-2000
2	1.82
3	1.21
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP2	Feb-2000
2	1.82			
3	1.21			
4	1			
5	0.9			
6	1.65			
1	0.23		#  SP3	Mar-2000
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.42		#  SP4	Apr-2000
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.55		#  SP5	May-2000
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.55		#  SP6	Jun-2000
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP7	Jul-2000
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP8	Aug-2000
2	1.82			
3	0.16			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP9	Sep-2000
2	1.82			
3	0.36			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP10	Oct-2000
2	1.82			
3	0.8			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP11	Nov-2000
2	1.82			
3	1.18			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP12	Dec-2000
2	1.82			
3	1.21			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP13	Jan-2001
2	1.82			
3	1.21			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP14	Feb-2001
2	1.82			
3	1.21			
4	1			
5	0.9			
6	1.65			
1	0.23		#  SP15	Mar-2001
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.42		#  SP16	Apr-2001
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.55		#  SP17	May-2001
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.55		#  SP18	Jun-2001
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP19	Jul-2001
2	1.82			
3	0.06			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP20	Aug-2001
2	1.82			
3	0.16			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP21	Sep-2001
2	1.82			
3	0.36			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP22	Oct-2001
2	1.82			
3	0.8			
4	1			
5	0.9			
6	1.65			
1	0.03		#  SP23	Nov-2001
2	1.82			
3	1.18			
