0,100000
30.42,100000
60.84,100000
91.26,100000
121.68,100000
152.1,100000
182.52,100000
212.94,100000
243.36,100000
273.78,100000
304.2,100000
334.62,100000
365.04,100000
395.46,50000
425.88,50000
456.3,50000
486.72,50000
517.14,50000
547.56,50000
577.98,50000
608.4,50000
638.82,50000
669.24,50000
699.66,50000
730.08,50000
760.5,100000
790.92,100000
821.34,100000
851.76,100000
882.18,100000
912.6,100000
943.02,100000
973.44,100000
1003.86,100000
1034.28,100000
1064.7,100000
1095.12,100000
1125.54,100000
1155.96,50000
1186.38,50000
1216.8,50000
1247.22,50000
1277.64,50000
1308.06,50000
1338.48,50000
1368.9,50000
1399.32,50000
1429.74,50000
1460.16,50000
1490.58,50000
1521,100000
1551.42,100000
1581.84,100000
1612.26,100000
1642.68,100000
1673.1,100000
1703.52,100000
1733.94,100000
1764.36,100000
1794.78,100000
1825.2,100000
1855.62,50000
1886.04,50000
1916.46,50000
1946.88,50000
1977.3,50000
2007.72,50000
2038.14,50000
2068.56,50000
2098.98,50000
2129.4,50000
2159.82,50000
2190.24,50000
2220.66,100000
2251.08,100000
2281.5,100000
2311.92,100000
2342.34,100000
2372.76,100000
2403.18,100000
2433.6,100000
2464.02,100000
2494.44,100000
2524.86,100000
2555.28,100000
2585.7,100000
2616.12,50000
2646.54,50000
2676.96,50000
2707.38,50000
2737.8,50000
2768.22,50000
2798.64,50000
2829.06,50000
2859.48,50000
2889.9,50000
2920.32,50000
2950.74,100000
2981.16,100000
3011.58,100000
3042,100000
3072.42,100000
3102.84,100000
3133.26,100000
3163.68,100000
3194.1,100000
3224.52,100000
3254.94,100000
3285.36,100000
3315.78,50000
3346.2,50000
3376.62,50000
3407.04,50000
3437.46,50000
3467.88,50000
3498.3,50000
3528.72,50000
3559.14,50000
3589.56,50000
3619.98,50000
3650.4,50000
