2000,1000
2000.08328542,1000
2000.16657084,1000
2000.24985626,1000
2000.33314168,1000
2000.4164271,1000
2000.49971253,1000
2000.58299795,1000
2000.66628337,1000
2000.74956879,1000
2000.83285421,1000
2000.91613963,1000
2000.99942505,1000
2001.08271047,1000
2001.16599589,1000
2001.24928131,1000
2001.33256674,1000
2001.41585216,1000
2001.49913758,1000
2001.582423,1000
2001.66570842,1000
2001.74899384,1000
2001.83227926,1000
2001.91556468,1000
2001.9988501,1000
2002.08213552,1000
2002.16542094,1000
2002.24870637,1000
2002.33199179,1000
2002.41527721,1000
2002.49856263,1000
2002.58184805,1000
2002.66513347,1000
2002.74841889,1000
2002.83170431,1000
2002.91498973,1000
2002.99827515,1000
2003.08156057,1000
2003.164846,1000
2003.24813142,1000
2003.33141684,1000
2003.41470226,1000
2003.49798768,1000
2003.5812731,1000
2003.66455852,1000
2003.74784394,1000
2003.83112936,1000
2003.91441478,1000
2003.99770021,1000
2004.08098563,1000
2004.16427105,1000
2004.24755647,1000
2004.33084189,1000
2004.41412731,1000
2004.49741273,1000
2004.58069815,1000
2004.66398357,1000
2004.74726899,1000
2004.83055441,1000
2004.91383984,1000
2004.99712526,1000
2005.08041068,1000
2005.1636961,1000
2005.24698152,1000
2005.33026694,1000
2005.41355236,1000
2005.49683778,1000
2005.5801232,1000
2005.66340862,1000
2005.74669405,1000
2005.82997947,1000
2005.91326489,1000
2005.99655031,1000
2006.07983573,1000
2006.16312115,1000
2006.24640657,1000
2006.32969199,1000
2006.41297741,1000
2006.49626283,1000
2006.57954825,1000
2006.66283368,1000
2006.7461191,1000
2006.82940452,1000
2006.91268994,1000
2006.99597536,1000
2007.07926078,1000
2007.1625462,1000
2007.24583162,1000
2007.32911704,1000
2007.41240246,1000
2007.49568789,1000
2007.57897331,1000
2007.66225873,1000
2007.74554415,1000
2007.82882957,1000
2007.91211499,1000
2007.99540041,1000
2008.07868583,1000
2008.16197125,1000
2008.24525667,1000
2008.32854209,1000
2008.41182752,1000
2008.49511294,1000
2008.57839836,1000
2008.66168378,1000
2008.7449692,1000
2008.82825462,1000
2008.91154004,1000
2008.99482546,1000
2009.07811088,1000
2009.1613963,1000
2009.24468172,1000
2009.32796715,1000
2009.41125257,1000
2009.49453799,1000
2009.57782341,1000
2009.66110883,1000
2009.74439425,1000
2009.82767967,1000
2009.91096509,1000
2009.99425051,1000
